Verb,Description,GUI,WARNING
org.inkscape.doc_info, DOC Info,TRUE,WARNING: ignoring verb org.inkscape.doc_info - GUI required for this verb.
org.inkscape.doc_info.noprefs, DOC Info (No preferences),TRUE,WARNING: ignoring verb org.inkscape.doc_info.noprefs - GUI required for this verb.
org.inkscape.web.set_attribute, Set Attributes...,TRUE,WARNING: ignoring verb org.inkscape.web.set_attribute - GUI required for this verb.
org.inkscape.web.set_attribute.noprefs, Set Attributes (No preferences),TRUE,WARNING: ignoring verb org.inkscape.web.set_attribute.noprefs - GUI required for this verb.
org.greygreen.inkscape.effects.nup, N-up layout...,TRUE,WARNING: ignoring verb org.greygreen.inkscape.effects.nup - GUI required for this verb.
org.greygreen.inkscape.effects.nup.noprefs, N-up layout (No preferences),TRUE,WARNING: ignoring verb org.greygreen.inkscape.effects.nup.noprefs - GUI required for this verb.
org.inkscape.color.more_light, More Light,TRUE,WARNING: ignoring verb org.inkscape.color.more_light - GUI required for this verb.
org.inkscape.color.more_light.noprefs, More Light (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.more_light.noprefs - GUI required for this verb.
org.inkscape.color.grayscale, Grayscale,TRUE,WARNING: ignoring verb org.inkscape.color.grayscale - GUI required for this verb.
org.inkscape.color.grayscale.noprefs, Grayscale (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.grayscale.noprefs - GUI required for this verb.
org.inkscape.typography.layers_to_svg_font, 3 - Convert Glyph Layers to SVG Font,TRUE,WARNING: ignoring verb org.inkscape.typography.layers_to_svg_font - GUI required for this verb.
org.inkscape.typography.layers_to_svg_font.noprefs, 3 - Convert Glyph Layers to SVG Font (No preferences),TRUE,WARNING: ignoring verb org.inkscape.typography.layers_to_svg_font.noprefs - GUI required for this verb.
org.inkscape.replace_font, Replace font...,TRUE,WARNING: ignoring verb org.inkscape.replace_font - GUI required for this verb.
org.inkscape.replace_font.noprefs, Replace font (No preferences),TRUE,WARNING: ignoring verb org.inkscape.replace_font.noprefs - GUI required for this verb.
org.inkscape.generate.pdf_latex," Extension ""LaTeX (pdflatex)"" failed to load because a dependency was not met.",TRUE,WARNING: ignoring verb org.inkscape.generate.pdf_latex - GUI required for this verb.
org.inkscape.generate.pdf_latex.noprefs, LaTeX (pdflatex) (No preferences),TRUE,WARNING: ignoring verb org.inkscape.generate.pdf_latex.noprefs - GUI required for this verb.
org.inkscape.webdesign.interactive_mockup, Interactive Mockup...,TRUE,WARNING: ignoring verb org.inkscape.webdesign.interactive_mockup - GUI required for this verb.
org.inkscape.webdesign.interactive_mockup.noprefs, Interactive Mockup (No preferences),TRUE,WARNING: ignoring verb org.inkscape.webdesign.interactive_mockup.noprefs - GUI required for this verb.
org.inkscape.filter.alphabet_soup, Alphabet Soup...,TRUE,WARNING: ignoring verb org.inkscape.filter.alphabet_soup - GUI required for this verb.
org.inkscape.filter.alphabet_soup.noprefs, Alphabet Soup (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.alphabet_soup.noprefs - GUI required for this verb.
org.inkscape.dpi96to90, DPI 96 to 90,TRUE,WARNING: ignoring verb org.inkscape.dpi96to90 - GUI required for this verb.
org.inkscape.dpi96to90.noprefs, DPI 96 to 90 (No preferences),TRUE,WARNING: ignoring verb org.inkscape.dpi96to90.noprefs - GUI required for this verb.
org.inkscape.color.darker, Darker,TRUE,WARNING: ignoring verb org.inkscape.color.darker - GUI required for this verb.
org.inkscape.color.darker.noprefs, Darker (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.darker.noprefs - GUI required for this verb.
org.inkscape.render.grid_isometric, Isometric Grid...,TRUE,WARNING: ignoring verb org.inkscape.render.grid_isometric - GUI required for this verb.
org.inkscape.render.grid_isometric.noprefs, Isometric Grid (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.grid_isometric.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_area_area_fill_area_artefacts_ptg, Area...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_area_area_fill_area_artefacts_ptg - GUI required for this verb.
ru.cnc-club.filter.gcodetools_area_area_fill_area_artefacts_ptg.noprefs, Area (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_area_area_fill_area_artefacts_ptg.noprefs - GUI required for this verb.
org.inkscape.template.seamless_pattern, Seamless Pattern...,TRUE,WARNING: ignoring verb org.inkscape.template.seamless_pattern - GUI required for this verb.
org.inkscape.template.seamless_pattern.noprefs, Seamless Pattern (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.seamless_pattern.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_dxfpoints_no_options, DXF Points...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_dxfpoints_no_options - GUI required for this verb.
ru.cnc-club.filter.gcodetools_dxfpoints_no_options.noprefs, DXF Points (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_dxfpoints_no_options.noprefs - GUI required for this verb.
org.inkscape.web.transmit_attribute, Transmit Attributes...,TRUE,WARNING: ignoring verb org.inkscape.web.transmit_attribute - GUI required for this verb.
org.inkscape.web.transmit_attribute.noprefs, Transmit Attributes (No preferences),TRUE,WARNING: ignoring verb org.inkscape.web.transmit_attribute.noprefs - GUI required for this verb.
org.ekips.filter.spirograph, Spirograph...,TRUE,WARNING: ignoring verb org.ekips.filter.spirograph - GUI required for this verb.
org.ekips.filter.spirograph.noprefs, Spirograph (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.spirograph.noprefs - GUI required for this verb.
org.inkscape.effects.perfect_bound_cover, Perfect-Bound Cover Template...,TRUE,WARNING: ignoring verb org.inkscape.effects.perfect_bound_cover - GUI required for this verb.
org.inkscape.effects.perfect_bound_cover.noprefs, Perfect-Bound Cover Template (No preferences),TRUE,WARNING: ignoring verb org.inkscape.effects.perfect_bound_cover.noprefs - GUI required for this verb.
org.inkscape.path.rubber_stretch, Rubber Stretch...,TRUE,WARNING: ignoring verb org.inkscape.path.rubber_stretch - GUI required for this verb.
org.inkscape.path.rubber_stretch.noprefs, Rubber Stretch (No preferences),TRUE,WARNING: ignoring verb org.inkscape.path.rubber_stretch.noprefs - GUI required for this verb.
org.inkscape.color.less_saturation, Less Saturation,TRUE,WARNING: ignoring verb org.inkscape.color.less_saturation - GUI required for this verb.
org.inkscape.color.less_saturation.noprefs, Less Saturation (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.less_saturation.noprefs - GUI required for this verb.
org.inkscape.web.slicer.export, Export layout pieces and HTML+CSS code...,TRUE,WARNING: ignoring verb org.inkscape.web.slicer.export - GUI required for this verb.
org.inkscape.web.slicer.export.noprefs, Export layout pieces and HTML+CSS code (No preferences),TRUE,WARNING: ignoring verb org.inkscape.web.slicer.export.noprefs - GUI required for this verb.
org.inkscape.template.icon, Icon...,TRUE,WARNING: ignoring verb org.inkscape.template.icon - GUI required for this verb.
org.inkscape.template.icon.noprefs, Icon (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.icon.noprefs - GUI required for this verb.
org.inkscape.text.uppercase, UPPERCASE,TRUE,WARNING: ignoring verb org.inkscape.text.uppercase - GUI required for this verb.
org.inkscape.text.uppercase.noprefs, UPPERCASE (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.uppercase.noprefs - GUI required for this verb.
org.ekips.filter.motion, Motion...,TRUE,WARNING: ignoring verb org.ekips.filter.motion - GUI required for this verb.
org.ekips.filter.motion.noprefs, Motion (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.motion.noprefs - GUI required for this verb.
org.inkscape.filter.extract_image, Extract Image...,TRUE,WARNING: ignoring verb org.inkscape.filter.extract_image - GUI required for this verb.
org.inkscape.filter.extract_image.noprefs, Extract Image (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.extract_image.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_plasma-prepare-path_no_options_no_preferences, Prepare path for plasma...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_plasma-prepare-path_no_options_no_preferences - GUI required for this verb.
ru.cnc-club.filter.gcodetools_plasma-prepare-path_no_options_no_preferences.noprefs, Prepare path for plasma (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_plasma-prepare-path_no_options_no_preferences.noprefs - GUI required for this verb.
org.inkscape.filter.nice_chart, NiceCharts...,TRUE,WARNING: ignoring verb org.inkscape.filter.nice_chart - GUI required for this verb.
org.inkscape.filter.nice_chart.noprefs, NiceCharts (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.nice_chart.noprefs - GUI required for this verb.
org.inkscape.text.title_case, Title Case,TRUE,WARNING: ignoring verb org.inkscape.text.title_case - GUI required for this verb.
org.inkscape.text.title_case.noprefs, Title Case (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.title_case.noprefs - GUI required for this verb.
org.inkscape.effect.param_curves, Parametric Curves...,TRUE,WARNING: ignoring verb org.inkscape.effect.param_curves - GUI required for this verb.
org.inkscape.effect.param_curves.noprefs, Parametric Curves (No preferences),TRUE,WARNING: ignoring verb org.inkscape.effect.param_curves.noprefs - GUI required for this verb.
org.inkscape.render.rack_gear, Rack Gear...,TRUE,WARNING: ignoring verb org.inkscape.render.rack_gear - GUI required for this verb.
org.inkscape.render.rack_gear.noprefs, Rack Gear (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.rack_gear.noprefs - GUI required for this verb.
org.inkscape.template.desktop, Desktop...,TRUE,WARNING: ignoring verb org.inkscape.template.desktop - GUI required for this verb.
org.inkscape.template.desktop.noprefs, Desktop (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.desktop.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_engraving, Engraving...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_engraving - GUI required for this verb.
ru.cnc-club.filter.gcodetools_engraving.noprefs, Engraving (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_engraving.noprefs - GUI required for this verb.
org.inkscape.text.braille, Convert to Braille,TRUE,WARNING: ignoring verb org.inkscape.text.braille - GUI required for this verb.
org.inkscape.text.braille.noprefs, Convert to Braille (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.braille.noprefs - GUI required for this verb.
org.inkscape.filter.interp_att_g, Interpolate Attribute in a group...,TRUE,WARNING: ignoring verb org.inkscape.filter.interp_att_g - GUI required for this verb.
org.inkscape.filter.interp_att_g.noprefs, Interpolate Attribute in a group (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.interp_att_g.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_lathe_lathe_modify_path_ptg, Lathe...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_lathe_lathe_modify_path_ptg - GUI required for this verb.
ru.cnc-club.filter.gcodetools_lathe_lathe_modify_path_ptg.noprefs, Lathe (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_lathe_lathe_modify_path_ptg.noprefs - GUI required for this verb.
jessyink.view, View...,TRUE,WARNING: ignoring verb jessyink.view - GUI required for this verb.
jessyink.view.noprefs, View (No preferences),TRUE,WARNING: ignoring verb jessyink.view.noprefs - GUI required for this verb.
org.ekips.filter.flatten, Flatten Beziers...,TRUE,WARNING: ignoring verb org.ekips.filter.flatten - GUI required for this verb.
org.ekips.filter.flatten.noprefs, Flatten Beziers (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.flatten.noprefs - GUI required for this verb.
org.inkscape.help.svgspec, SVG 1.1 Specification,TRUE,WARNING: ignoring verb org.inkscape.help.svgspec - GUI required for this verb.
org.inkscape.help.svgspec.noprefs, SVG 1.1 Specification (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.svgspec.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_orientation_no_options_no_preferences, Orientation points...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_orientation_no_options_no_preferences - GUI required for this verb.
ru.cnc-club.filter.gcodetools_orientation_no_options_no_preferences.noprefs, Orientation points (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_orientation_no_options_no_preferences.noprefs - GUI required for this verb.
org.inkscape.render.draw_from_triangle, Draw From Triangle...,TRUE,WARNING: ignoring verb org.inkscape.render.draw_from_triangle - GUI required for this verb.
org.inkscape.render.draw_from_triangle.noprefs, Draw From Triangle (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.draw_from_triangle.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_tools_library_no_options_no_preferences, Tools library...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_tools_library_no_options_no_preferences - GUI required for this verb.
ru.cnc-club.filter.gcodetools_tools_library_no_options_no_preferences.noprefs, Tools library (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_tools_library_no_options_no_preferences.noprefs - GUI required for this verb.
org.inkscape.path.path_scatter, Scatter...,TRUE,WARNING: ignoring verb org.inkscape.path.path_scatter - GUI required for this verb.
org.inkscape.path.path_scatter.noprefs, Scatter (No preferences),TRUE,WARNING: ignoring verb org.inkscape.path.path_scatter.noprefs - GUI required for this verb.
org.inkscape.effect.guides_creator, Guides creator...,TRUE,WARNING: ignoring verb org.inkscape.effect.guides_creator - GUI required for this verb.
org.inkscape.effect.guides_creator.noprefs, Guides creator (No preferences),TRUE,WARNING: ignoring verb org.inkscape.effect.guides_creator.noprefs - GUI required for this verb.
org.ekips.filter.whirl, Whirl...,TRUE,WARNING: ignoring verb org.ekips.filter.whirl - GUI required for this verb.
org.ekips.filter.whirl.noprefs, Whirl (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.whirl.noprefs - GUI required for this verb.
com.kaioa.lorem_ipsum, Lorem ipsum...,TRUE,WARNING: ignoring verb com.kaioa.lorem_ipsum - GUI required for this verb.
com.kaioa.lorem_ipsum.noprefs, Lorem ipsum (No preferences),TRUE,WARNING: ignoring verb com.kaioa.lorem_ipsum.noprefs - GUI required for this verb.
org.inkscape.jessyink.master_slide, Master slide...,TRUE,WARNING: ignoring verb org.inkscape.jessyink.master_slide - GUI required for this verb.
